Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleCondition,SalePrice,house_age,garage_age,renevated_age,Street_Pave,LotShape_Reg,LotShape_IR1,LotShape_IR2,LandContour_Lvl,LandContour_HLS,LandContour_Bnk,Utilities_AllPub,LandSlope_Gtl,LandSlope_Mod,Condition2_Norm,RoofStyle_Hip,RoofStyle_Gable,RoofMatl_CompShg,ExterQual_Ex,ExterQual_TA,ExterQual_Gd,ExterCond_TA,ExterCond_Gd,ExterCond_rare,Heating_GasA,Heating_rare,CentralAir_Y,KitchenQual_Gd,KitchenQual_TA,KitchenQual_Ex,PavedDrive_Y,PavedDrive_P,SaleType_New,SaleType_WD,SaleType_COD
1255,2.6619275300046503,3,-0.0,10.166518736542965,1,3,2,4,6,4.691017774856353,5,2003,2004,10,10,0,0,4,0,0,0,0,0,0,0,45.8342680858211,746,4,0,5.150020529437526,896,0,7.567067954329907,0,0,2,1,3,1,2.262532270964686,4,1,0,0,0,0,2,157.2628696690302,0,0,178,128,0,0,0,0,1,0,4.96044842355471,2008,3,7.841211768725988,5,2008,4,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
690,2.9088588466912677,3,-0.0,10.283697351330806,2,21,2,3,4,4.145378141870959,5,2005,2006,10,10,0,0,4,0,0,0,0,20,0,0,61.10526230847272,1362,4,0,5.485217995127457,0,0,7.363669814673026,0,0,2,0,2,1,2.1056558032976715,4,1,0,0,0,0,2,177.32963582817308,0,0,192,28,0,0,0,0,1,0,4.365114541453666,2007,3,7.905515834397552,2,2007,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
649,2.6619275300046503,3,-0.0,10.30490631870694,1,8,5,4,6,4.145378141870959,5,1966,1966,3,3,0,0,2,0,0,0,0,0,0,0,46.13575378422492,756,2,0,5.338184240324725,788,0,7.676247748931949,0,0,1,1,4,1,2.262532270964686,4,1,0,0,0,0,2,171.652322393731,0,0,0,124,216,0,0,0,1,0,4.365114541453666,2010,3,7.815381261377261,44,2010,44,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
248,2.1912987626715945,3,-0.0,10.814430841651294,1,8,2,4,4,4.145378141870959,5,1954,1954,2,8,0,0,2,0,0,0,0,0,0,0,61.657234750385015,1367,4,0,5.49054944713158,0,0,7.373549883689814,0,0,1,0,2,1,1.9266282806280208,4,1,0,0,0,0,2,174.4963135204254,0,0,0,30,0,0,0,0,1,0,4.365114541453666,2006,3,7.774636752415006,52,2006,52,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
1309,2.1912987626715945,1,-0.0,10.893452427682558,1,5,2,4,4,3.575683699627382,7,1948,2005,3,3,0,0,2,0,0,0,0,144,0,608,21.94704334199491,924,4,0,5.3755489182991845,0,0,7.162192649278642,1,0,1,0,2,1,2.1056558032976715,4,0,1,0,0,0,2,198.41594370446313,0,0,0,36,0,0,0,0,0,0,3.7473834983925416,2008,3,7.794207695669984,60,2008,3,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
1165,2.7688876429053644,3,0.12526717090386522,11.292555784557285,3,10,1,4,3,3.575683699627382,7,1978,1978,7,7,0,0,4,0,0,0,0,680,0,391,28.581603241269473,1360,4,0,5.513300691828128,0,0,7.415801991406163,1,0,1,1,2,1,1.9266282806280208,4,1,0,0,0,0,2,216.5981314336942,0,0,168,180,0,0,0,0,1,0,4.365114541453666,2007,3,7.904104435780715,29,2007,29,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
709,2.6619275300046503,3,-0.0,10.513569822471776,1,13,2,4,6,4.691017774856353,5,2007,2007,10,10,0,0,4,0,0,0,0,0,0,0,45.28616716106784,728,4,0,5.124689712486864,728,0,7.4330944932290155,0,0,2,1,3,1,2.402305914380073,4,1,0,0,0,0,2,158.2313840348364,0,0,100,24,0,0,0,0,1,0,4.96044842355471,2007,4,7.873655739729902,0,2007,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0
187,2.7688876429053644,3,0.12526717090386522,10.643569771718978,4,9,2,4,3,4.691017774856353,5,1990,1991,5,5,0,0,4,0,0,0,0,611,0,0,40.37410706104114,1188,4,0,5.421736742257915,0,0,7.246640082984005,1,0,2,0,3,1,2.1056558032976715,4,0,1,0,0,0,2,188.87077218572534,0,0,168,27,0,0,0,0,0,0,4.365114541453666,2009,3,7.859005225046976,19,2009,18,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
157,2.1912987626715945,3,-0.0,10.216548083166595,1,8,2,4,4,3.575683699627382,7,1950,1950,2,2,0,0,2,1,1,1,1,0,1,0,0.0,0,2,0,5.332152398623241,0,0,7.083379008715699,0,0,1,0,2,1,1.9266282806280208,4,0,1,0,0,0,2,227.63497190722717,0,0,0,0,0,0,0,0,1,0,4.365114541453666,2006,3,7.674948991501446,56,2006,56,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
915,3.000908328501574,4,-0.0,9.081069090636287,1,18,2,3,6,4.145378141870959,5,2009,2009,10,10,0,0,4,0,0,0,0,294,0,0,29.992156623611297,612,4,0,5.021612239755669,612,0,7.252600903290439,0,0,2,1,2,1,1.7177156930399196,4,0,1,0,0,0,2,198.41594370446313,0,0,0,234,0,0,0,0,1,0,4.365114541453666,2009,4,7.860676670525205,0,2009,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0
9,2.590721978337994,1,-0.0,10.003424900142056,1,5,0,4,1,4.691017774856353,5,1931,1950,8,1,0,0,1,0,0,0,0,0,0,0,51.66692403499875,952,3,0,5.322132088033913,752,0,7.638756965367065,0,0,2,0,2,2,2.402305914380073,3,2,0,0,0,0,2,179.83938806030002,0,0,90,0,205,0,0,0,1,0,3.102416055066029,2008,0,7.744458305437654,77,2008,58,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
391,2.590721978337994,3,-0.0,10.420476573457853,1,3,2,4,1,3.575683699627382,8,1900,1950,3,3,0,0,1,0,0,0,0,241,0,391,25.404210012022023,861,4,0,5.286701140063765,406,0,7.367480886837551,1,0,1,0,4,1,2.262532270964686,4,0,1,0,0,0,1,153.04987883637892,0,0,0,130,112,0,0,0,0,0,3.102416055066029,2008,3,7.708914009325384,108,2008,58,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
1334,2.590721978337994,1,-0.0,10.216548083166595,2,0,2,4,1,3.575683699627382,6,1938,1995,2,2,0,0,2,0,0,0,0,0,0,0,47.52530133288081,803,4,0,5.182304262478741,557,0,7.362141491555399,0,0,1,1,2,1,2.1056558032976715,4,0,1,0,0,0,1,124.10131564422858,0,0,0,65,190,0,0,0,0,0,4.96044842355471,2006,3,7.7305114540133975,68,2006,11,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
1442,2.9088588466912677,1,0.12526717090386522,9.581643588532417,1,15,2,3,4,4.145378141870959,5,2004,2004,10,10,0,0,4,0,0,0,0,697,0,0,20.522995211889054,848,4,0,5.214151317877239,0,0,6.871620688496519,1,0,1,0,1,1,1.4661423150921662,4,1,0,0,0,0,2,164.65379278874116,0,0,149,0,0,0,0,0,1,0,3.7473834983925416,2008,3,7.800419815591057,4,2008,4,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
620,2.6619275300046503,3,-0.0,10.920345759886324,1,19,2,4,6,5.216462532231845,5,2003,2003,10,10,0,0,4,0,0,0,0,871,0,0,41.534387267737664,1482,4,0,5.532467443400671,780,0,7.892096475374689,1,0,2,1,4,1,2.643499200247638,4,2,0,0,0,0,3,263.774450153686,0,0,168,0,0,0,0,0,1,0,5.536868912037229,2008,3,8.078378933214065,5,2008,5,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
772,2.1912987626715945,3,-0.0,10.492712208716211,1,3,2,4,4,2.976538372217317,5,1951,1951,2,2,0,0,2,0,0,0,0,836,0,0,0.0,836,2,0,5.4231312612991145,0,0,7.249198881012266,0,0,1,0,2,1,2.1056558032976715,4,0,1,0,0,0,2,156.93972574047854,0,0,0,0,0,0,0,0,1,0,3.102416055066029,2006,3,7.645811530332012,55,2006,55,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1
466,2.9088588466912677,1,0.12526717090386522,9.111424142776286,1,14,2,3,4,4.691017774856353,5,2004,2004,10,10,0,0,4,0,0,0,0,0,0,0,61.83273779256012,1375,4,0,5.50622325857148,0,0,7.402642546665688,0,0,2,0,2,1,2.1056558032976715,4,1,0,0,0,0,2,157.58586039046082,0,0,144,20,0,0,0,0,1,0,3.7473834983925416,2006,3,7.871894751446613,2,2006,2,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
1249,2.745457219530438,1,-0.0,10.59644520762974,1,5,2,4,5,4.145378141870959,5,1917,1950,0,0,0,0,1,0,0,0,0,319,0,0,34.313668588223116,735,1,0,5.381611415647337,924,0,7.793521121804507,0,0,1,1,3,1,2.402305914380073,4,1,0,0,0,0,2,156.93972574047854,0,0,0,0,259,0,0,0,1,0,3.102416055066029,2008,3,7.743211589320431,91,2008,58,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
432,2.590721978337994,1,-0.0,9.884167987659433,1,5,1,4,1,4.145378141870959,7,1920,1998,3,3,0,0,1,0,0,0,0,0,0,0,50.29062271507224,901,3,0,5.357984414897883,110,0,7.230287349495967,0,0,1,0,4,1,2.262532270964686,4,0,1,1,1,1,0,0.0,1,1,0,98,0,0,0,0,0,0,6.096992535901041,2008,0,7.544303883401865,88,2007,10,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
1289,2.9088588466912677,3,-0.0,9.902259596802876,1,20,2,3,4,5.216462532231845,5,2000,2000,9,9,0,0,4,0,0,0,0,1158,0,0,31.154605679309608,1501,4,0,5.595109047927703,0,0,7.568952653177712,1,0,2,0,2,1,1.9266282806280208,4,1,0,0,0,0,2,189.48990701254945,0,0,212,59,0,0,0,0,1,0,6.642849564657093,2009,3,8.043169013163201,9,2009,9,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0
1121,2.3766582159439187,1,-0.0,10.397974146867673,1,0,2,4,4,4.145378141870959,5,1920,1950,8,8,0,0,1,0,0,0,0,0,0,0,53.237142217897485,1012,2,0,5.316482640510276,0,0,7.055045700348241,0,0,1,0,2,1,2.1056558032976715,4,1,0,0,0,0,1,127.84165049337814,0,0,0,22,112,0,0,0,0,0,3.7473834983925416,2007,3,7.706856653244263,87,2007,57,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
1032,2.745457219530438,3,-0.0,11.267809240338035,2,7,2,4,5,4.691017774856353,3,1920,1970,2,7,0,0,1,0,0,0,0,523,0,0,29.173935048808374,824,4,0,5.604354107576029,998,397,8.215103369977628,1,0,2,1,5,1,2.847263949043189,4,2,0,0,0,0,2,241.4791565063867,0,0,136,63,0,0,0,0,1,0,5.536868912037229,2009,3,7.910115101684105,89,2009,39,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
704,3.0531630019714537,1,-0.0,10.292876783510986,1,5,1,0,6,3.575683699627382,9,1900,1996,2,2,0,0,1,0,0,0,0,0,0,0,31.91972561206626,360,3,0,5.327722212287153,780,0,7.6608371281498115,0,0,2,0,4,2,2.402305914380073,4,1,0,0,0,0,2,241.4791565063867,0,0,344,0,40,0,0,0,0,0,3.7473834983925416,2010,3,7.774636752415006,110,2010,14,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0
642,2.6619275300046503,4,0.12526717090386522,10.188878677542267,1,18,2,4,6,4.691017774856353,5,2001,2001,10,10,0,0,4,0,0,0,0,738,0,0,30.039560862119853,1057,4,0,5.341445695930712,872,0,7.726039459094375,1,0,2,1,3,1,2.262532270964686,4,1,0,0,0,0,2,235.0224230872889,0,0,0,235,0,0,0,0,1,0,3.7473834983925416,2007,3,7.96359131200275,6,2007,6,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
1332,2.7688876429053644,3,-0.0,10.75049328485077,1,15,2,4,3,3.575683699627382,5,1976,1976,3,3,0,0,2,0,0,0,0,483,0,0,34.8040954772846,911,3,0,5.282480802748284,0,0,6.993791234510924,0,0,1,0,3,1,2.1056558032976715,4,0,1,0,0,0,2,212.99080686304876,0,0,0,0,0,0,0,0,1,0,4.96044842355471,2006,3,7.752462514719319,30,2006,30,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
541,2.1912987626715945,3,-0.0,11.156272366894557,1,19,2,4,4,5.7245954517991136,5,2006,2006,10,10,0,0,4,0,0,0,0,1260,0,0,40.40874036347002,1838,4,0,5.651515720883388,0,0,7.675681006820069,1,0,2,0,2,1,2.402305914380073,4,1,0,0,0,0,3,268.3517286526679,0,0,270,68,0,0,0,0,1,0,2.4230922351815942,2009,3,8.090574919317852,3,2009,3,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0
1162,2.1912987626715945,3,0.12526717090386522,11.172466723155907,4,16,5,4,4,4.145378141870959,7,1954,2006,5,5,0,0,2,0,0,0,0,728,0,0,40.06097088392923,1296,4,0,5.588739191167432,0,0,7.556958564253398,1,0,1,0,3,1,2.262532270964686,4,1,0,0,0,0,2,312.92473434930264,0,0,108,0,0,216,0,0,1,0,7.176056641871176,2008,3,7.960147067729338,54,2008,2,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
864,2.1912987626715945,3,-0.0,10.34386522641831,1,8,2,4,4,3.575683699627382,5,1959,1959,8,7,0,0,2,0,0,0,0,1148,0,0,0.0,1148,2,0,5.388597447219834,0,0,7.185990597670106,1,0,1,0,3,1,2.1056558032976715,4,0,1,0,0,0,1,241.4791565063867,0,0,0,0,0,0,0,0,0,0,4.96044842355471,2009,3,7.752462514719319,50,2009,50,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
1102,2.1912987626715945,3,-0.0,10.618103778325999,1,8,2,4,4,3.575683699627382,5,1971,1971,5,3,0,0,2,0,0,0,0,412,0,287,26.615104804676157,950,2,0,5.280054156277232,0,0,6.989431391725866,0,0,1,0,3,1,1.9266282806280208,4,0,1,0,0,0,1,118.26892624436718,0,0,0,0,0,0,0,0,1,0,4.96044842355471,2007,3,7.71061995733384,36,2007,36,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
507,2.6619275300046503,3,-0.0,10.59007459972126,1,11,2,4,6,5.216462532231845,5,1993,1994,10,10,0,0,4,0,0,0,0,380,0,0,33.521643768233204,777,4,0,5.345763368763793,846,0,7.716268485149477,0,0,2,1,3,1,2.402305914380073,4,1,0,0,0,0,2,180.77845648122033,0,0,182,81,0,0,0,0,1,0,6.096992535901041,2006,3,7.944226955481648,13,2006,12,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
547,2.590721978337994,3,-0.0,10.47168242446808,1,4,2,4,1,4.145378141870959,7,1923,1950,8,2,0,0,1,0,0,0,0,300,0,0,46.4052955212582,1065,4,0,5.258338810407476,720,0,7.553779269648585,0,0,1,1,3,1,2.1056558032976715,4,1,0,0,0,0,2,171.01884976582272,0,0,0,38,0,144,0,0,1,0,3.7473834983925416,2007,3,7.935069256648577,84,2007,57,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
1052,2.1912987626715945,3,-0.0,10.798424941731053,2,15,2,4,4,4.691017774856353,5,2007,2007,10,10,0,0,4,0,0,0,0,0,0,0,60.525416887739304,1316,4,0,5.465902009336277,0,0,7.327941019383337,0,0,2,0,3,1,2.1056558032976715,4,1,0,0,0,0,2,171.01884976582272,0,0,0,20,0,0,0,0,1,0,6.642849564657093,2007,4,7.916303542790887,0,2007,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0
998,2.1912987626715945,3,0.12526717090386522,10.861588705732677,1,12,4,4,4,4.145378141870959,6,1970,1970,5,5,0,0,2,0,0,0,0,0,0,0,63.28187701167633,1442,2,0,5.517191237003059,0,0,7.42304194364326,0,0,2,0,2,1,2.1056558032976715,4,1,0,0,0,0,2,224.66448647566668,0,0,371,0,0,0,0,0,1,0,1.6980311576773022,2009,3,7.885453330498054,39,2009,39,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
1358,2.1912987626715945,3,0.12526717090386522,10.95196177672639,4,8,2,4,4,3.575683699627382,6,1971,2008,10,10,0,0,2,0,0,0,0,734,0,0,31.200158791282256,1078,4,0,5.352705497768654,0,0,7.120642451113911,1,0,1,1,3,1,2.1056558032976715,4,1,0,0,0,0,2,189.79929906779662,0,0,0,0,0,0,0,0,1,0,3.102416055066029,2010,3,7.802023425812919,39,2010,2,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
868,2.1912987626715945,3,-0.0,10.173887496694935,2,6,1,4,4,2.976538372217317,5,1961,1961,10,10,0,0,2,0,0,0,0,932,0,0,17.23832868603075,1040,2,0,5.374531703456337,0,0,7.160339403075133,1,0,1,1,3,1,1.9266282806280208,4,0,1,0,0,0,2,203.30092435457723,0,0,168,0,0,0,0,0,1,400,3.7473834983925416,2007,3,7.741647349481112,46,2007,46,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
1117,2.7688876429053644,3,0.12526717090386522,10.313434135027956,1,13,2,4,3,5.216462532231845,5,2002,2002,10,10,0,0,4,0,0,0,0,353,0,0,12.023012334044502,408,4,0,5.1645222205906425,640,0,7.406314572183934,1,0,2,1,3,1,2.262532270964686,4,1,0,0,0,0,2,198.10971413502045,0,0,120,0,0,0,0,0,1,0,2.4230922351815942,2009,3,7.88353468974662,7,2009,7,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
426,2.6619275300046503,1,-0.0,9.233182843925855,1,5,2,4,6,4.691017774856353,8,1946,1992,5,5,0,0,2,0,0,0,0,0,0,0,42.85660224400724,651,3,0,5.107404920290898,682,0,7.384086679442627,0,0,1,1,3,1,2.1056558032976715,4,2,0,0,0,0,1,104.27195617018407,0,0,0,0,126,0,0,0,1,0,6.096992535901041,2009,3,7.760000934281411,63,2009,17,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
